Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier Code,Origin Code,Dest Code,Distance,dep_dela1ed_15mi0
2,15,2,1443,13,126,80,247,0
10,6,5,1828,16,288,205,522,0
12,29,5,1453,14,79,194,680,1
10,24,1,1640,13,205,129,510,0
7,16,6,946,19,173,214,861,0
1,5,3,508,13,29,37,201,0
7,10,1,1618,20,257,154,373,0
8,20,6,1615,20,154,152,236,0
2,10,4,2027,19,46,214,279,0
7,1,5,1219,19,225,78,357,1
12,14,4,905,21,93,30,850,0
11,23,4,2111,10,19,272,406,0
1,19,3,1441,14,171,194,393,1
10,20,4,1635,15,132,147,228,0
6,2,5,1346,18,79,159,1619,1
4,20,3,1006,15,273,72,216,0
3,20,7,2206,18,200,154,2486,0
3,25,6,1844,8,145,19,341,0
12,11,7,920,7,19,44,449,0
3,25,6,655,5,93,248,2565,0
9,1,4,1635,20,21,126,148,1
6,24,6,839,21,272,61,927,0
7,26,2,1550,20,233,256,422,0
3,8,2,1222,20,253,233,188,1
9,23,6,1618,22,215,97,493,0
7,21,5,1253,16,250,256,269,0
6,4,6,1453,3,253,211,569,0
10,31,2,1009,14,86,46,240,0
5,4,4,1818,18,211,154,834,0
5,30,1,731,16,238,154,109,0
1,23,7,2105,7,72,152,1678,1
5,12,4,1300,14,101,86,1127,0
1,10,1,1553,1,132,80,1172,0
12,18,1,1007,19,78,215,1979,0
9,10,7,1437,7,37,19,946,0
11,5,7,2142,8,159,50,617,0
3,15,3,1500,15,146,37,1011,0
3,19,7,1521,14,194,183,297,0
4,27,4,655,20,230,48,255,0
7,1,5,1603,21,61,206,435,0
9,24,6,1201,14,152,194,1300,0
1,24,1,810,19,219,63,366,1
12,7,3,630,20,126,35,670,0
6,1,4,823,16,211,229,116,0
5,23,2,1444,13,80,280,103,0
12,20,2,1653,5,93,272,998,0
4,11,1,1429,18,63,205,599,0
7,10,7,1736,13,230,159,431,0
10,4,3,1121,3,82,16,329,0
2,7,1,1630,20,152,171,1140,1
2,7,2,1940,13,80,15,313,0
4,8,5,1820,6,181,132,418,0
12,10,7,1540,21,133,169,429,0
5,22,1,803,19,78,159,214,0
6,21,3,1945,8,50,19,191,1
3,26,7,1528,8,181,19,952,1
11,6,7,845,18,182,132,921,0
5,7,6,902,16,256,119,463,0
7,7,4,2030,20,35,230,443,0
6,24,6,1120,21,64,93,462,0
5,28,7,2217,10,152,19,1747,0
9,11,1,1758,19,37,214,280,1
10,4,2,1555,13,48,37,370,0
11,18,5,620,6,86,132,383,0
8,28,7,1907,8,19,111,300,1
5,6,5,626,7,19,78,547,0
6,28,2,1945,20,21,215,872,0
8,24,4,815,22,79,144,406,0
9,29,4,2109,21,133,11,190,0
4,27,4,640,20,101,173,178,0
7,30,6,659,3,247,148,909,0
10,4,3,850,21,61,146,753,0
7,8,6,615,16,215,154,370,0
9,8,5,921,20,154,215,370,1
5,16,2,950,7,19,253,2116,0
9,19,2,642,18,79,215,602,0
9,19,2,812,20,259,175,1731,0
11,19,6,1507,7,72,25,661,0
4,1,6,1001,16,106,205,157,0
4,3,1,1650,15,78,37,399,0
3,13,7,1700,7,19,205,606,0
2,5,7,841,18,101,79,1703,1
2,13,1,1551,1,182,48,946,0
3,9,4,2136,7,78,159,214,1
1,20,5,1030,7,19,78,547,0
8,20,7,1843,13,259,248,372,0
1,11,3,1448,14,194,247,1399,0
4,24,1,2031,21,61,138,261,0
2,24,5,614,13,19,205,606,0
1,27,5,1230,22,290,215,160,0
8,13,7,1406,7,19,147,760,0
9,3,6,1614,13,35,205,409,0
9,29,4,1726,12,171,215,1044,0
7,28,5,1208,20,201,75,181,0
4,1,5,826,13,205,202,416,0
11,7,2,2125,21,64,93,462,1
11,5,7,1508,5,93,86,487,1
1,12,4,1126,19,272,78,814,0
6,8,3,1355,19,247,63,2279,0
8,2,2,1234,18,200,154,2486,0
2,18,5,1709,3,238,247,1050,1
7,30,7,708,5,154,61,2053,0
5,18,3,858,1,205,238,1723,0
5,30,2,1309,22,37,132,413,0
4,21,4,640,20,238,215,304,0
11,15,2,645,20,274,75,237,0
10,21,6,828,7,262,19,445,0
4,2,7,1305,22,100,215,119,0
7,10,7,1800,19,48,219,210,0
10,28,5,935,19,63,35,329,1
1,16,7,1358,21,146,93,821,0
8,13,6,557,16,241,79,916,0
4,11,1,1911,16,247,256,689,1
7,11,2,1451,7,19,37,946,0
10,23,1,1312,13,259,248,372,1
1,16,1,1216,22,21,132,1297,1
10,27,5,600,20,152,256,368,0
9,6,2,855,18,248,125,2398,0
10,10,1,1322,19,80,63,936,1
6,18,6,1645,20,263,171,237,0
7,28,5,1708,7,78,19,547,0
9,10,6,1016,1,205,214,678,0
1,17,1,1110,1,159,205,733,0
3,21,1,1219,14,138,194,503,0
1,26,4,1624,19,255,37,1674,0
5,3,3,1211,16,248,97,158,1
4,16,6,1728,7,263,19,483,0
6,1,3,1934,14,86,146,814,1
7,16,6,703,18,48,248,2457,0
8,7,7,1917,14,86,35,457,1
10,17,1,1712,16,253,154,308,1
8,12,6,1251,20,152,233,345,0
9,1,4,1730,3,16,82,329,0
4,25,1,1215,20,210,141,1052,0
4,2,7,954,2,125,161,102,0
12,7,4,558,13,243,154,155,0
4,7,4,1702,20,238,257,480,0
5,8,1,1518,19,78,25,313,0
1,14,6,1020,20,35,230,443,1
8,15,2,1335,5,182,93,1086,1
9,5,1,1504,13,277,205,224,0
7,15,6,1120,15,235,147,264,0
6,2,4,902,3,248,247,679,0
11,7,2,938,19,63,195,651,0
1,25,3,730,8,197,19,317,0
4,28,5,2048,21,61,157,275,0
6,15,3,1717,3,160,247,965,0
8,21,1,1423,20,215,47,369,0
10,24,2,2351,17,125,199,2409,1
2,26,7,1128,7,19,79,1199,0
3,23,4,838,15,72,271,181,0
2,21,1,2114,15,72,85,505,0
11,26,7,813,21,64,133,986,0
5,23,2,1800,20,215,204,325,0
7,29,6,1110,22,132,147,228,0
7,20,4,2157,19,63,219,366,1
9,5,2,843,22,132,35,542,0
3,5,6,605,8,141,19,795,0
9,9,5,2050,20,263,202,342,0
4,7,4,930,7,159,37,185,0
5,29,1,1036,21,93,138,644,0
9,29,4,1322,21,195,133,305,0
9,25,7,1634,15,30,159,866,0
7,11,1,2132,14,194,154,1536,0
4,21,4,2247,15,72,76,64,0
10,17,1,1923,7,159,210,1035,0
5,9,2,1803,22,215,202,1037,0
8,14,7,1538,7,19,194,906,1
6,3,6,1258,1,80,276,813,0
3,14,2,2142,7,19,177,332,1
8,23,3,1846,21,93,45,266,0
11,27,1,951,14,173,86,957,0
3,18,5,1707,1,48,80,1217,0
12,10,6,2304,10,19,63,227,0
11,12,6,2323,18,125,79,3365,0
5,23,2,1127,7,19,182,595,0
2,20,1,2024,16,228,248,199,0
10,23,1,1002,16,256,266,223,0
4,7,4,919,13,80,109,140,0
1,5,4,2030,15,159,30,866,0
8,14,1,1456,16,205,61,316,0
8,22,2,2054,13,64,205,296,1
1,16,1,942,19,219,210,952,0
6,5,1,824,5,178,133,316,0
1,10,2,725,13,241,154,89,0
10,14,5,1612,14,116,86,460,0
6,21,3,1500,15,72,225,722,0
9,21,3,1400,20,175,199,1844,0
9,18,1,2113,13,205,183,67,0
10,8,7,1910,13,80,158,351,0
8,19,6,823,20,154,152,236,0
3,26,7,958,19,182,215,1972,0
3,5,6,1426,1,264,147,1623,0
10,2,7,1124,16,110,79,212,1
8,7,1,1100,13,154,97,209,0
7,24,1,1025,20,204,152,197,0
12,17,6,654,18,85,79,589,0
6,3,6,640,14,78,194,931,0
8,28,1,1819,18,154,79,862,0
3,11,6,1100,20,257,47,358,0
7,18,2,600,13,64,159,478,1
7,29,5,822,21,219,133,1117,0
4,5,3,1704,7,147,154,2475,0
6,16,5,1733,1,80,147,1391,0
7,23,6,1415,20,238,257,480,0
10,31,1,813,21,175,61,307,0
8,6,6,1135,13,80,216,673,0
10,31,1,1145,20,47,215,369,0
9,20,3,759,5,154,93,2454,0
10,14,6,2008,16,278,256,175,1
9,13,2,716,5,215,133,1009,0
9,17,6,922,7,19,89,1282,0
3,10,5,1253,19,173,219,834,0
9,10,6,1054,7,72,64,116,0
9,1,4,1807,18,132,253,2400,0
2,2,4,1717,7,125,19,4502,0
1,1,6,1647,6,132,25,326,0
6,27,2,917,16,144,256,205,0
11,29,2,1159,18,205,247,1721,0
8,15,2,1055,16,193,79,679,0
11,12,7,1505,15,72,262,812,0
7,25,2,710,15,64,159,478,0
4,6,3,748,15,72,271,181,0
11,14,2,853,5,61,154,2053,0
8,3,3,1638,18,154,200,2486,0
5,21,7,1837,11,142,125,216,0
5,11,4,1908,14,177,205,491,1
1,11,2,1455,20,233,199,180,0
10,20,5,2038,14,194,159,1020,1
11,2,3,1759,19,159,63,544,0
9,22,5,2131,20,215,152,256,1
2,21,1,1940,20,152,175,1521,1
3,23,3,1345,7,48,72,430,0
8,28,7,623,17,78,175,601,0
6,29,3,1810,8,285,72,608,0
7,3,7,828,16,243,154,155,0
10,7,5,1738,8,51,19,528,1
9,6,2,1256,19,78,159,214,0
4,3,7,1114,4,237,37,1249,1
8,29,2,555,13,78,147,213,0
3,15,3,1537,1,230,205,647,0
10,13,4,1055,7,19,240,215,0
4,25,1,935,20,195,126,303,0
4,3,7,1535,7,19,246,321,0
10,22,6,1445,16,154,259,36,1
2,26,6,2054,15,64,72,116,0
12,14,3,1820,1,159,126,1428,1
12,6,2,1350,8,19,234,357,1
1,14,5,1000,16,97,154,209,0
1,6,4,939,11,200,125,100,0
5,1,1,1358,3,16,95,261,1
10,18,2,1329,7,37,159,185,0
3,28,1,708,18,210,205,1144,0
10,13,4,1805,8,19,212,247,1
5,14,7,2055,20,175,25,777,1
6,7,2,1044,21,93,183,725,0
7,1,6,1519,21,133,89,667,1
6,18,6,1028,7,37,159,185,0
12,5,2,1713,16,256,238,626,0
12,26,1,1817,7,19,154,1946,1
10,11,3,1629,22,79,110,212,0
3,31,4,605,8,115,72,268,1
11,15,3,913,15,72,235,461,0
8,27,7,2004,8,19,20,765,0
3,20,7,1420,1,182,195,674,0
8,26,6,1741,20,35,195,471,0
8,3,3,900,20,253,47,296,0
5,29,1,845,8,19,30,134,0
11,12,7,654,2,125,161,102,0
12,27,2,1630,20,253,47,296,0
1,17,1,1505,15,72,101,932,0
6,28,3,1830,10,93,175,711,1
4,1,5,1320,14,61,86,95,0
4,25,2,654,1,48,255,1565,0
8,26,6,1120,8,256,133,1195,1
10,4,2,2017,14,194,182,1501,1
1,19,4,1004,10,177,19,332,0
1,22,7,1621,21,133,285,510,1
1,8,6,757,1,21,205,978,0
4,3,7,1747,5,93,80,1372,1
7,15,5,1325,20,48,101,925,0
1,20,4,1745,20,152,47,223,1
2,9,4,1535,13,159,192,812,0
6,27,2,2121,13,103,205,223,1
1,7,6,1026,16,79,192,826,0
10,20,5,1824,19,215,80,868,0
12,3,7,1236,16,248,179,329,0
1,7,6,1624,14,159,86,501,0
4,11,1,1631,21,25,93,116,0
6,16,5,704,9,79,154,862,0
9,19,2,1007,18,79,173,1545,0
11,4,6,1220,19,152,86,1750,1
1,26,3,1756,5,93,61,404,0
3,20,7,1647,7,72,248,2036,0
5,9,1,1238,18,248,152,414,0
11,6,1,1123,1,159,205,733,0
9,14,3,750,20,25,175,777,0
4,25,1,943,5,133,257,1609,1
11,28,1,1635,20,233,247,564,1
3,28,1,1408,3,36,247,399,0
8,26,5,1426,1,194,205,334,0
2,9,3,2242,19,63,182,650,0
3,18,5,1445,8,81,19,171,0
2,19,7,845,20,214,219,267,0
8,22,1,921,19,214,182,1013,0
11,17,5,641,21,132,61,288,0
3,12,7,938,21,133,158,201,0
2,15,3,1245,1,159,80,1389,0
8,29,1,1533,19,205,63,599,0
7,8,5,1906,19,63,183,651,0
6,3,6,1538,14,86,194,528,1
11,24,4,1006,3,247,36,399,0
4,20,3,835,18,256,248,599,0
1,15,7,1644,7,72,19,373,0
7,10,1,1248,5,61,272,927,1
3,18,5,1452,1,80,239,247,0
11,21,2,943,5,133,152,1222,0
10,20,4,1243,4,152,147,2248,0
8,4,5,1132,18,19,205,606,1
6,21,2,1948,14,86,194,528,1
11,24,4,720,20,214,272,920,0
5,2,2,1024,21,171,133,643,0
11,16,3,2300,20,152,199,407,1
11,16,3,528,15,268,72,527,0
9,19,1,953,3,247,238,1050,1
9,7,4,1045,7,19,86,594,0
6,19,7,1529,21,93,72,569,0
9,19,1,1714,10,80,19,732,0
11,1,3,1745,15,147,46,301,0
5,12,4,556,13,230,78,227,0
10,7,6,1848,19,101,63,631,0
4,4,2,1538,13,21,230,1162,1
11,23,4,1041,9,79,35,1013,0
1,23,7,1251,16,154,243,155,0
9,1,5,1659,14,194,177,700,0
11,21,2,1810,8,239,19,874,0
12,30,5,1445,8,12,19,143,0
5,15,7,1005,20,219,214,267,0
6,10,5,1200,1,195,205,837,0
8,21,1,1142,4,272,37,1185,0
10,5,3,1028,8,19,111,300,0
6,3,6,1654,10,19,159,761,1
2,21,2,2125,20,263,274,351,1
6,13,1,1810,20,272,25,1111,0
6,16,4,1743,1,80,89,551,0
11,4,5,659,5,230,93,416,0
8,19,5,1628,1,205,80,802,0
10,4,2,1841,1,80,146,919,0
5,22,1,1344,5,93,205,719,0
10,6,5,1113,13,279,80,181,0
5,5,5,1730,18,205,238,1723,0
5,29,1,1328,13,285,80,626,0
8,4,5,1915,21,194,133,1034,0
3,14,1,1448,11,200,125,100,0
3,16,4,614,18,205,63,599,0
5,27,6,1548,20,181,48,377,0
5,27,5,1534,5,93,146,821,1
8,19,6,1450,8,19,216,564,0
10,2,7,1648,20,30,48,682,0
4,2,6,1249,18,154,214,2401,0
5,18,3,2102,19,214,225,238,0
3,5,6,733,8,220,19,272,0
4,6,3,807,1,224,205,1652,0
11,6,7,2000,20,173,126,848,0
6,13,1,1637,13,72,80,812,0
9,4,1,1444,19,78,37,399,0
6,25,6,1017,1,255,182,1045,0
10,5,4,1802,5,93,211,2433,0
1,30,7,913,5,93,80,1372,0
12,20,2,2019,16,79,67,72,0
12,22,4,1545,18,173,132,758,0
6,21,3,657,20,256,247,689,0
6,26,7,828,4,37,199,2693,0
8,28,1,1327,10,19,86,594,0
9,12,1,1912,3,238,211,933,0
7,27,4,1500,19,37,159,185,0
8,11,4,2058,19,138,63,428,1
8,25,4,1028,21,133,219,1117,0
7,21,4,1325,8,19,141,795,1
11,22,2,1553,10,175,19,590,1
5,25,4,1518,1,154,248,337,0
3,11,5,2047,8,19,174,619,1
2,16,4,1820,15,130,72,123,0
1,27,4,1500,20,126,75,239,0
12,13,3,1954,5,19,93,745,0
5,4,3,1850,20,152,274,1076,0
1,3,1,22,5,154,61,2053,1
8,29,1,1026,14,171,194,393,0
11,2,4,804,20,204,199,361,0
5,12,4,630,20,152,238,258,0
4,28,5,1650,14,194,173,1310,0
8,24,4,647,4,160,199,353,0
1,23,7,2021,7,256,49,347,0
11,23,4,709,18,154,247,954,0
11,27,7,1309,16,154,97,209,0
1,26,3,1355,20,215,238,304,0
10,29,6,1355,20,146,214,742,0
3,6,7,213,3,95,247,1533,0
2,18,6,1501,1,160,80,1220,1
9,4,7,1249,10,19,182,595,0
2,15,3,1256,19,63,173,468,0
9,12,2,2029,4,132,37,413,0
11,9,3,1941,13,205,249,438,1
7,2,6,1526,18,205,248,1846,1
1,17,2,617,18,238,248,447,0
1,9,1,622,1,159,35,764,0
12,24,7,1224,14,154,194,1536,0
6,7,2,1741,16,204,256,558,1
9,24,7,852,19,215,171,1044,0
2,25,5,1457,20,126,239,192,1
3,9,4,1325,20,253,152,386,1
4,14,4,656,18,201,79,495,0
11,17,4,2205,15,19,51,528,0
7,15,6,1558,18,154,205,1745,0
10,2,1,759,15,159,64,478,0
6,15,4,846,21,93,177,946,0
2,24,5,855,20,199,152,407,0
4,22,5,1204,14,133,177,469,0
10,6,5,1024,14,86,235,296,1
1,5,3,1551,7,183,72,318,0
2,16,3,55,3,16,247,1449,0
11,27,7,1437,17,175,78,601,0
9,1,5,1842,16,96,79,627,0
11,6,1,845,2,238,200,2541,1
8,14,1,1454,7,147,173,944,0
2,14,1,1934,18,79,214,1557,1
10,15,7,1952,2,161,125,102,1
11,2,4,2012,1,205,173,1005,1
10,24,2,1346,4,255,147,1597,0
8,19,6,1641,14,83,194,144,0
11,14,1,1854,18,248,238,447,0
7,29,5,1022,1,79,80,641,0
8,7,7,2124,7,272,19,406,1
5,13,5,1310,10,19,48,576,0
12,21,3,940,15,272,76,828,0
9,3,7,804,7,101,19,581,0
12,9,5,800,15,183,72,318,1
9,21,4,1859,20,199,47,325,0
6,25,6,1246,16,205,21,978,1
7,28,4,559,13,63,159,544,0
5,16,2,945,15,230,37,612,0
5,17,2,1510,13,249,80,364,0
10,2,7,614,13,216,80,673,0
11,10,4,637,3,247,253,697,0
10,10,1,1158,21,205,61,316,0
8,13,7,1441,20,175,199,1844,0
12,13,3,1857,5,272,93,998,1
7,29,6,744,20,173,171,1072,0
2,13,7,1346,14,86,214,453,0
11,21,1,655,20,89,3,223,0
4,5,3,2002,22,147,132,228,1
6,26,1,1704,19,101,78,899,1
4,24,7,1839,8,19,117,153,1
6,2,4,1200,7,154,147,2475,0
12,16,5,1115,19,63,182,650,0
1,21,6,1005,20,126,75,239,0
11,5,6,2030,15,19,51,528,0
11,7,1,815,20,101,173,178,0
9,19,2,1123,10,19,171,692,0
4,18,2,957,16,79,35,1013,0
1,7,5,537,16,179,91,122,0
12,3,7,947,16,97,248,158,0
10,31,1,1617,19,93,63,529,0
7,6,4,1154,20,35,175,395,1
12,13,3,1756,5,159,61,418,1
6,1,3,2325,9,16,79,2406,1
1,30,7,1123,6,267,132,251,1
5,17,2,810,20,141,152,2283,0
7,4,2,1501,16,154,199,337,0
5,26,4,857,14,194,175,349,0
11,20,7,2054,16,205,76,240,0
11,28,2,1154,1,80,201,175,0
12,23,5,956,16,229,211,116,1
5,23,2,1445,22,205,177,491,0
11,19,7,848,18,79,37,1754,0
2,23,3,1410,15,146,147,829,0
7,24,7,625,9,133,79,861,0
7,26,2,1715,1,205,194,334,1
10,4,2,1915,20,238,199,446,0
4,12,2,844,7,72,238,1865,0
1,26,3,1450,7,147,72,589,0
3,16,4,1603,8,284,19,208,0
6,19,7,1220,14,86,113,288,0
11,8,2,1930,20,152,155,775,0
9,7,4,2140,19,63,205,599,0
7,1,6,1230,20,155,89,295,0
11,27,7,1220,7,248,19,2139,1
12,9,6,1906,9,19,79,1199,0
8,14,7,1811,12,152,147,2248,1
11,14,2,858,3,247,154,954,0
9,24,7,1333,16,79,239,794,0
6,23,5,1009,20,48,225,328,0
7,16,7,1247,3,247,199,671,0
1,25,2,1936,19,205,214,678,0
5,31,2,745,5,133,152,1222,0
7,20,3,742,21,133,183,984,0
5,22,7,1240,3,95,16,261,1
3,20,1,953,20,152,3,487,1
1,25,2,1227,19,63,210,590,0
6,2,5,1020,21,133,72,871,0
4,22,5,1608,13,147,78,213,0
2,17,4,2133,18,132,154,2288,0
1,1,6,2054,20,256,215,507,0
2,27,1,730,20,215,48,1999,0
6,11,6,804,13,37,230,612,0
1,22,6,710,12,133,152,1222,0
11,17,4,730,20,204,199,361,0
4,23,6,1533,20,175,199,1844,1
7,20,3,1820,12,259,152,226,1
8,18,5,726,18,199,132,2408,0
6,16,4,1125,21,35,133,657,0
10,6,5,1815,1,205,89,1236,0
11,29,3,918,7,138,19,432,0
9,21,3,1859,20,276,238,367,1
9,15,5,1313,22,79,67,72,0
3,23,4,828,11,161,125,102,0
7,4,1,1227,7,248,147,2586,0
12,8,4,916,10,19,126,696,0
3,29,3,1050,20,141,101,1093,0
7,15,6,2050,19,215,247,1107,1
3,10,5,821,21,164,133,301,0
9,4,7,1838,16,79,89,563,0
2,1,3,832,19,21,215,872,0
11,14,2,1828,1,239,80,247,0
12,4,1,950,3,16,95,261,0
5,15,7,1400,20,201,171,313,0
12,23,6,1102,13,279,80,181,0
9,29,5,1031,13,126,80,247,0
4,27,3,726,14,194,25,1050,0
8,11,4,1926,20,155,75,293,1
9,19,2,1907,14,194,205,334,1
7,9,7,959,1,205,48,622,0
11,1,2,1452,8,127,19,780,0
4,11,2,1509,17,215,200,2845,0
8,9,2,1653,21,61,80,1021,0
10,12,3,1020,20,152,154,236,0
10,23,7,753,16,67,205,911,0
2,3,4,1317,7,247,19,2182,0
1,14,6,1516,1,159,210,1035,0
7,12,3,1623,20,259,253,342,0
7,26,3,1546,5,133,205,925,0
5,25,3,2054,7,19,211,2172,0
7,9,7,745,20,173,171,1072,0
5,12,5,937,8,19,92,350,0
2,11,6,1132,1,133,182,964,0
10,26,4,1350,18,248,154,337,0
9,25,7,1508,12,215,152,256,0
12,20,3,1810,13,205,86,235,1
4,24,1,1647,20,263,126,687,0
1,26,4,1255,5,182,61,1080,0
12,28,3,1855,1,80,248,1464,1
7,5,3,754,16,91,248,451,0
6,12,7,9,4,204,147,2430,0
8,22,1,735,13,205,271,214,0
5,29,7,2120,7,19,35,214,0
2,7,1,2311,15,19,92,350,0
5,12,4,636,7,3,19,1269,0
6,16,4,2200,16,205,59,196,0
10,26,3,1357,7,19,177,332,0
5,26,4,1534,20,35,225,907,0
11,18,5,1654,7,256,194,991,0
9,27,3,907,18,205,154,1745,0
8,19,6,1258,16,224,256,541,0
6,24,5,1505,3,247,95,1533,1
3,29,3,1443,5,133,93,1400,0
6,18,7,1407,7,281,19,152,0
1,11,3,1301,16,154,199,337,0
12,15,5,1254,18,248,211,550,0
3,3,4,1848,1,230,80,1062,0
1,14,5,1450,21,93,72,569,1
1,3,2,1648,20,259,152,226,0
4,10,7,1945,21,86,93,487,0
11,8,3,1412,10,214,37,280,1
8,13,6,830,6,132,225,372,0
8,24,3,1821,13,162,205,552,0
9,8,5,1242,16,80,256,988,0
1,14,6,1351,5,272,133,787,0
11,22,3,544,3,252,148,95,0
2,24,5,1545,19,63,173,468,0
7,6,3,1020,16,79,59,692,0
5,1,7,1338,12,253,152,386,0
2,12,6,2136,19,63,25,644,0
5,1,1,1700,22,194,63,930,0
2,19,7,1149,3,247,148,909,0
1,3,1,2328,15,72,242,203,1
1,1,6,1254,13,63,80,936,0
11,12,7,2147,1,80,201,175,0
3,17,4,812,7,19,132,533,1
3,9,4,749,1,80,248,1464,0
8,29,1,1013,21,263,93,872,0
7,26,3,1540,18,86,79,1123,0
1,4,3,26,18,79,173,1545,1
8,16,2,2135,20,204,257,389,1
4,10,1,1509,7,276,19,1541,0
12,19,2,2054,22,205,206,717,0
9,30,5,937,8,19,23,714,0
12,20,2,1200,7,19,272,406,0
8,19,5,1919,14,194,104,197,1
12,1,4,1730,20,126,239,192,0
9,23,5,609,18,248,215,651,0
4,9,6,814,6,240,132,515,0
12,16,6,910,22,20,205,160,0
1,11,2,2032,16,256,67,410,0
12,9,5,1458,21,93,206,284,1
1,19,4,1120,20,154,253,308,0
4,19,3,634,1,147,238,2446,0
12,27,3,1917,16,171,256,919,1
11,7,2,951,1,195,80,448,0
10,28,6,607,1,63,80,936,0
4,8,5,726,11,125,161,102,0
3,20,7,1540,15,147,72,589,0
3,13,7,756,12,80,152,1055,0
3,3,4,528,10,126,19,696,0
12,28,4,816,13,147,230,426,0
12,15,4,1426,13,177,182,860,1
8,29,2,903,14,93,86,487,0
8,24,3,2020,16,256,97,501,0
8,22,2,752,20,199,247,671,0
10,23,7,1305,19,210,214,951,0
10,20,5,800,8,251,19,552,0
4,26,3,1324,16,205,206,717,0
7,7,5,830,20,215,89,347,0
2,8,3,1647,1,276,80,813,0
1,10,1,743,1,238,147,2446,0
3,11,5,1350,7,19,30,134,0
11,21,2,2242,4,147,268,209,0
5,18,3,1846,21,61,63,430,0
7,26,2,1653,21,50,93,602,0
10,24,1,1411,13,80,183,853,0
2,2,4,1520,7,37,101,1237,0
12,17,6,1806,19,214,138,587,0
5,24,2,909,8,19,39,238,0
5,11,4,1240,8,177,19,332,0
2,5,7,659,13,61,182,1080,0
6,22,4,2240,15,72,205,264,1
3,30,3,719,7,215,256,507,0
9,5,2,705,7,205,19,606,0
3,16,3,1422,1,182,195,674,0
1,31,1,805,1,182,147,1090,0
7,10,1,1323,5,133,272,787,0
6,1,3,1501,9,79,171,533,0
1,8,6,1120,8,186,19,448,1
1,21,5,1729,13,25,230,532,0
3,28,1,705,14,86,19,594,0
10,18,2,1826,21,50,133,878,0
8,7,7,1107,20,173,141,972,0
11,4,5,936,18,154,248,337,0
8,21,1,1230,10,19,171,692,1
12,11,1,1053,19,195,78,969,0
6,4,7,1327,18,205,63,599,0
6,3,5,1710,13,174,205,594,1
6,26,1,1217,21,27,133,1428,0
11,20,7,1050,13,202,205,416,0
2,17,5,1245,20,141,272,1034,0
10,26,4,1013,11,161,125,102,0
2,22,2,1253,5,21,133,140,0
8,28,7,906,1,224,80,1126,0
5,12,4,531,1,215,80,868,0
1,23,7,1750,16,68,79,230,0
9,17,6,1041,9,154,79,862,0
8,12,6,1857,10,19,132,533,0
1,18,2,1555,15,19,235,749,0
10,10,2,1318,20,138,272,838,1
6,7,3,1005,15,23,72,499,0
6,11,6,650,19,194,63,930,0
10,4,3,1935,15,72,63,335,0
6,26,1,44,5,175,93,711,1
2,7,1,1700,12,138,215,1489,0
5,12,4,1735,13,164,80,394,0
12,21,4,745,20,173,101,178,0
7,30,6,1917,18,79,21,775,0
2,23,3,1811,7,19,272,406,0
3,21,1,1411,1,35,80,631,0
2,3,5,1522,18,238,248,447,0
1,26,4,1320,5,133,93,1400,0
11,11,5,1834,8,55,19,106,0
9,18,1,1338,3,247,78,2329,0
3,9,4,814,18,174,205,594,0
5,13,5,2014,16,248,7,250,0
4,16,7,630,18,248,215,651,0
1,27,5,1722,14,230,194,981,0
7,28,5,1149,16,241,248,262,1
10,3,1,900,15,72,117,317,0
12,13,2,858,16,241,248,262,0
6,6,2,610,22,220,63,488,0
8,19,5,805,16,154,97,209,0
9,10,7,1340,15,72,194,596,0
8,2,2,1645,18,248,259,372,0
7,22,5,1542,10,19,262,445,1
1,13,5,1705,20,89,21,528,0
4,21,4,920,16,84,79,251,1
10,13,5,1709,4,147,47,2465,1
10,21,5,1504,13,134,80,328,0
5,3,2,2152,20,48,46,281,0
11,15,3,834,20,259,175,1731,1
8,27,7,803,4,47,173,2214,0
8,7,1,1802,18,154,152,236,1
4,18,2,1604,15,72,147,589,0
3,12,6,1019,14,177,194,700,1
12,6,3,2340,14,125,211,2603,0
6,12,1,1040,8,44,19,449,0
8,12,5,26,7,19,129,151,1
2,21,1,1039,20,173,239,1040,1
4,22,5,1559,16,110,79,212,0
9,8,4,1142,7,76,19,432,0
12,18,1,1759,14,183,194,297,0
12,23,6,1848,21,272,61,927,1
5,12,4,1920,20,126,195,303,0
2,27,1,2243,5,133,152,1222,0
12,1,4,1505,15,72,85,505,0
7,23,6,1039,1,80,219,1068,0
10,25,3,2035,20,239,75,248,0
9,20,2,1315,14,194,25,1050,0
5,30,1,1715,20,238,215,304,0
6,25,6,820,6,132,173,758,0
6,5,7,1034,3,199,247,671,1
10,7,6,927,20,173,46,1011,0
3,10,4,2022,7,35,19,214,0
1,26,4,1908,21,61,78,310,0
11,21,1,620,18,253,205,1829,0
11,25,5,900,5,61,272,927,0
11,28,2,519,11,125,149,163,0
12,2,6,1859,20,75,126,239,0
6,5,1,2110,22,63,194,930,1
5,23,1,1528,7,101,147,1069,0
1,12,4,1205,15,234,72,282,0
2,8,3,1750,18,152,79,629,0
8,11,4,1732,16,193,79,679,1
5,7,6,1607,4,160,132,2277,0
8,12,5,710,15,72,219,256,0
3,3,5,742,14,37,86,632,1
7,22,5,1045,8,22,72,275,0
3,20,1,658,18,78,205,612,0
1,5,3,1000,18,215,248,651,1
11,29,2,1915,18,205,115,137,0
8,9,2,945,20,48,14,288,0
